year,company_name,ticker,country_iso3,geo_code_type,country_code_review_flag,segment,analysis_period,source_validation_caution,revenue_usd_bn,operating_margin_pct,operating_income_usd_bn,rd_spend_usd_bn,capex_usd_bn,calculated_operating_income_usd_bn,operating_income_abs_diff_usd_bn,operating_income_review_flag,rd_intensity_pct,capex_intensity_pct,zero_revenue_flag
2026,Lam Research,LRCX,USA,country,False,equipment_etch,AI expansion,True,18.38,26.5,4.87,2.21,1.84,4.8707,0.000700000000000145,False,12.023939064200217,10.01088139281828,False
2010,KLA,KLAC,USA,country,False,equipment_inspection,Smart automobile expansion,False,1.74,40.9,0.71,0.21,0.17,0.71166,0.0016599999999999948,False,12.068965517241379,9.770114942528735,False
2011,KLA,KLAC,USA,country,False,equipment_inspection,Smart automobile expansion,False,2.08,38.7,0.8,0.25,0.21,0.8049600000000001,0.0049600000000000755,False,12.019230769230768,10.096153846153845,False
2012,KLA,KLAC,USA,country,False,equipment_inspection,Smart automobile expansion,False,2.04,34.9,0.71,0.24,0.2,0.7119599999999999,0.0019599999999999618,False,11.76470588235294,9.803921568627452,False
2013,KLA,KLAC,USA,country,False,equipment_inspection,Smart automobile expansion,False,2.34,38.3,0.9,0.28,0.23,0.8962199999999999,0.0037800000000001166,False,11.965811965811968,9.82905982905983,False
2014,KLA,KLAC,USA,country,False,equipment_inspection,Smart automobile expansion,False,2.57,40.1,1.03,0.31,0.26,1.03057,0.0005699999999999594,False,12.062256809338521,10.116731517509729,False
2015,KLA,KLAC,USA,country,False,equipment_inspection,Smart automobile expansion,False,2.77,43.1,1.2,0.33,0.28,1.19387,0.006129999999999969,False,11.913357400722022,10.108303249097474,False
2016,KLA,KLAC,USA,country,False,equipment_inspection,Smart automobile expansion,False,3.14,37.4,1.17,0.38,0.31,1.17436,0.0043600000000001415,False,12.101910828025478,9.872611464968152,False
2017,KLA,KLAC,USA,country,False,equipment_inspection,Smart automobile expansion,False,3.65,35.4,1.29,0.44,0.37,1.2920999999999998,0.0020999999999997687,False,12.054794520547945,10.136986301369863,False
2018,KLA,KLAC,USA,country,False,equipment_inspection,Smart automobile expansion,False,4.05,40.3,1.63,0.49,0.4,1.6321499999999998,0.0021499999999998742,False,12.098765432098766,9.876543209876544,False
2019,KLA,KLAC,USA,country,False,equipment_inspection,Smart automobile expansion,False,4.88,44.8,2.18,0.59,0.49,2.1862399999999997,0.006239999999999579,False,12.09016393442623,10.040983606557377,False
2020,KLA,KLAC,USA,country,False,equipment_inspection,Smart automobile expansion,False,5.69,46.2,2.63,0.68,0.57,2.6287800000000003,0.0012199999999995548,False,11.950790861159929,10.017574692442881,False
2021,KLA,KLAC,USA,country,False,equipment_inspection,Smart automobile expansion,False,7.45,36.2,2.69,0.89,0.74,2.6969000000000007,0.006900000000000794,False,11.946308724832216,9.932885906040267,False
2022,KLA,KLAC,USA,country,False,equipment_inspection,Transition Year,False,9.22,36.8,3.39,1.11,0.92,3.39296,0.0029599999999998516,False,12.039045553145336,9.97830802603037,False
2023,KLA,KLAC,USA,country,False,equipment_inspection,AI expansion,False,10.27,41.2,4.23,1.23,1.03,4.231240000000001,0.0012400000000001299,False,11.976630963972736,10.02921129503408,False
2024,KLA,KLAC,USA,country,False,equipment_inspection,AI expansion,False,9.96,38.1,3.8,1.2,1.0,3.7947600000000006,0.005239999999999245,False,12.048192771084336,10.04016064257028,False
2025,KLA,KLAC,USA,country,False,equipment_inspection,AI expansion,True,11.74,43.5,5.1,1.41,1.17,5.1068999999999996,0.006899999999999906,False,12.010221465076661,9.965928449744462,False
2026,KLA,KLAC,USA,country,False,equipment_inspection,AI expansion,True,13.57,41.6,5.64,1.63,1.36,5.64512,0.0051200000000006796,False,12.011790714812085,10.022107590272661,False
2010,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Smart automobile expansion,False,6.88,24.4,1.67,0.83,0.69,1.6787199999999998,0.008719999999999839,False,12.063953488372093,10.029069767441861,False
2011,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Smart automobile expansion,False,6.28,27.4,1.72,0.75,0.63,1.72072,0.0007200000000000539,False,11.94267515923567,10.03184713375796,False
2012,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Smart automobile expansion,False,6.1,28.3,1.73,0.73,0.61,1.7263,0.0037000000000000366,False,11.967213114754099,10.0,False
2013,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Smart automobile expansion,False,5.79,35.6,2.06,0.69,0.58,2.06124,0.0012400000000001299,False,11.917098445595855,10.017271157167528,False
2014,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Smart automobile expansion,False,5.53,31.2,1.73,0.66,0.55,1.72536,0.0046399999999999775,False,11.934900542495479,9.945750452079565,False
2015,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Smart automobile expansion,False,5.26,30.2,1.59,0.63,0.53,1.58852,0.0014800000000001479,False,11.977186311787074,10.076045627376427,False
2016,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Smart automobile expansion,False,7.3,31.3,2.29,0.88,0.73,2.2849,0.0051000000000001044,False,12.054794520547945,10.0,False
2017,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Smart automobile expansion,False,9.63,34.9,3.37,1.16,0.96,3.36087,0.009130000000000305,False,12.045690550363446,9.96884735202492,False
2018,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Smart automobile expansion,False,11.41,31.8,3.62,1.37,1.14,3.6283800000000004,0.008380000000000276,False,12.007011393514462,9.991235758106923,False
2019,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Smart automobile expansion,False,10.82,29.7,3.22,1.3,1.08,3.21354,0.006460000000000132,False,12.014787430683919,9.981515711645102,False
2020,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Smart automobile expansion,False,11.42,32.6,3.72,1.37,1.14,3.7229200000000002,0.0029200000000000337,False,11.996497373029772,9.98248686514886,False
2021,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Smart automobile expansion,False,13.79,32.7,4.5,1.65,1.38,4.50933,0.009330000000000283,False,11.965192168237854,10.007251631617113,False
2022,Tokyo Electron,8035,JPN,country,False,equipment_diversified,Transition Year,False,16.54,33.6,5.56,1.99,1.65,5.557440000000001,0.0025599999999990075,False,12.031438935912938,9.975816203143893,False
2023,Tokyo Electron,8035,JPN,country,False,equipment_diversified,AI expansion,False,14.63,28.9,4.23,1.76,1.46,4.22807,0.0019300000000006534,False,12.030075187969924,9.979494190020505,False
2024,Tokyo Electron,8035,JPN,country,False,equipment_diversified,AI expansion,False,13.64,21.2,2.89,1.64,1.36,2.89168,0.0016799999999999038,False,12.023460410557183,9.970674486803519,False
2025,Tokyo Electron,8035,JPN,country,False,equipment_diversified,AI expansion,True,15.68,19.1,2.99,1.88,1.57,2.99488,0.0048799999999999955,False,11.989795918367346,10.012755102040817,False
2026,Tokyo Electron,8035,JPN,country,False,equipment_diversified,AI expansion,True,16.62,31.4,5.21,1.99,1.66,5.218680000000001,0.00868000000000091,False,11.973525872442838,9.987966305655835,False
2010,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Smart automobile expansion,False,1.83,16.5,0.3,0.22,0.18,0.30195,0.0019500000000000073,False,12.021857923497267,9.836065573770492,False
2011,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Smart automobile expansion,False,1.86,24.1,0.45,0.22,0.19,0.4482600000000001,0.0017399999999999083,False,11.82795698924731,10.21505376344086,False
2012,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Smart automobile expansion,False,1.97,26.7,0.53,0.24,0.2,0.52599,0.004010000000000069,False,12.182741116751268,10.152284263959393,False
2013,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Smart automobile expansion,False,2.1,21.2,0.45,0.25,0.21,0.44520000000000004,0.004799999999999971,False,11.904761904761903,10.0,False
2014,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Smart automobile expansion,False,2.31,20.4,0.47,0.28,0.23,0.47123999999999994,0.0012399999999999634,False,12.121212121212121,9.956709956709958,False
2015,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Smart automobile expansion,False,2.23,19.7,0.44,0.27,0.22,0.43931,0.0006900000000000239,False,12.10762331838565,9.865470852017937,False
2016,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Smart automobile expansion,False,2.5,15.9,0.4,0.3,0.25,0.3975,0.0025000000000000022,False,12.0,10.0,False
2017,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Smart automobile expansion,False,2.68,17.8,0.48,0.32,0.27,0.4770400000000001,0.002959999999999907,False,11.940298507462686,10.074626865671641,False
2018,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Smart automobile expansion,False,2.98,20.1,0.6,0.36,0.3,0.5989800000000001,0.0010199999999999099,False,12.080536912751677,10.06711409395973,False
2019,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Smart automobile expansion,False,2.78,19.7,0.55,0.33,0.28,0.5476599999999999,0.0023400000000001198,False,11.870503597122303,10.071942446043167,False
2020,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Smart automobile expansion,False,2.72,21.9,0.59,0.33,0.27,0.59568,0.005680000000000018,False,12.132352941176471,9.926470588235293,False
2021,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Smart automobile expansion,False,3.2,16.9,0.54,0.38,0.32,0.5408,0.0007999999999999119,False,11.875,10.0,False
2022,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Transition Year,False,4.03,18.8,0.76,0.48,0.4,0.7576400000000001,0.0023599999999999177,False,11.910669975186103,9.925558312655086,False
2023,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,AI expansion,False,4.22,21.3,0.9,0.51,0.42,0.89886,0.0011400000000000299,False,12.085308056872039,9.95260663507109,False
2024,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,AI expansion,False,4.26,15.4,0.66,0.51,0.43,0.65604,0.003960000000000075,False,11.971830985915494,10.093896713615024,False
2025,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,AI expansion,True,4.88,22.2,1.08,0.59,0.49,1.0833599999999999,0.0033599999999998076,False,12.09016393442623,10.040983606557377,False
2026,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,AI expansion,True,5.56,21.9,1.22,0.67,0.56,1.2176399999999998,0.0023600000000001398,False,12.050359712230216,10.071942446043167,False
2010,Synopsys,SNPS,USA,country,False,eda_software,Smart automobile expansion,False,1.34,41.0,0.55,0.47,0.01,0.5494,0.0006000000000000449,False,35.07462686567164,0.7462686567164178,False
2011,Synopsys,SNPS,USA,country,False,eda_software,Smart automobile expansion,False,1.55,38.6,0.6,0.54,0.02,0.5983,0.0016999999999999238,False,34.83870967741935,1.2903225806451613,False
2012,Synopsys,SNPS,USA,country,False,eda_software,Smart automobile expansion,False,1.77,44.4,0.78,0.62,0.02,0.7858799999999999,0.005879999999999885,False,35.02824858757062,1.1299435028248588,False
2013,Synopsys,SNPS,USA,country,False,eda_software,Smart automobile expansion,False,1.98,43.9,0.87,0.69,0.02,0.86922,0.0007800000000000029,False,34.848484848484844,1.0101010101010102,False
2014,Synopsys,SNPS,USA,country,False,eda_software,Smart automobile expansion,False,2.03,41.1,0.83,0.71,0.02,0.8343299999999999,0.004329999999999945,False,34.97536945812808,0.9852216748768474,False
2015,Synopsys,SNPS,USA,country,False,eda_software,Smart automobile expansion,False,2.25,40.4,0.91,0.79,0.02,0.9089999999999999,0.001000000000000112,False,35.111111111111114,0.8888888888888888,False
2016,Synopsys,SNPS,USA,country,False,eda_software,Smart automobile expansion,False,2.51,42.5,1.07,0.88,0.03,1.0667499999999999,0.003250000000000197,False,35.0597609561753,1.1952191235059761,False
2017,Synopsys,SNPS,USA,country,False,eda_software,Smart automobile expansion,False,2.8,37.8,1.06,0.98,0.03,1.0583999999999998,0.0016000000000002679,False,35.0,1.0714285714285714,False
2018,Synopsys,SNPS,USA,country,False,eda_software,Smart automobile expansion,False,3.06,41.9,1.28,1.07,0.03,1.28214,0.0021400000000000308,False,34.96732026143791,0.9803921568627451,False
2019,Synopsys,SNPS,USA,country,False,eda_software,Smart automobile expansion,False,3.4,41.0,1.39,1.19,0.03,1.3940000000000001,0.004000000000000226,False,35.0,0.8823529411764706,False
2020,Synopsys,SNPS,USA,country,False,eda_software,Smart automobile expansion,False,3.78,38.9,1.47,1.32,0.04,1.4704199999999998,0.0004199999999998649,False,34.920634920634924,1.0582010582010584,False
2021,Synopsys,SNPS,USA,country,False,eda_software,Smart automobile expansion,False,4.45,41.1,1.83,1.56,0.04,1.82895,0.0010499999999999954,False,35.056179775280896,0.8988764044943819,False
2022,Synopsys,SNPS,USA,country,False,eda_software,Transition Year,False,4.82,44.3,2.14,1.69,0.05,2.13526,0.0047399999999999665,False,35.06224066390041,1.0373443983402488,False
2023,Synopsys,SNPS,USA,country,False,eda_software,AI expansion,False,5.71,35.0,2.0,2.0,0.06,1.9985,0.0015000000000000568,False,35.02626970227671,1.0507880910683012,False
2024,Synopsys,SNPS,USA,country,False,eda_software,AI expansion,False,5.91,36.9,2.18,2.07,0.06,2.18079,0.0007899999999998464,False,35.025380710659896,1.015228426395939,False
2025,Synopsys,SNPS,USA,country,False,eda_software,AI expansion,True,6.81,39.2,2.67,2.38,0.07,2.66952,0.00048000000000003595,False,34.948604992657856,1.0279001468428783,False
2026,Synopsys,SNPS,USA,country,False,eda_software,AI expansion,True,7.42,41.9,3.11,2.6,0.07,3.10898,0.0010200000000000209,False,35.04043126684636,0.9433962264150945,False
2010,Cadence,CDNS,USA,country,False,eda_software,Smart automobile expansion,False,0.95,40.9,0.39,0.33,0.01,0.38854999999999995,0.0014500000000000624,False,34.73684210526316,1.0526315789473686,False
2011,Cadence,CDNS,USA,country,False,eda_software,Smart automobile expansion,False,1.11,41.8,0.46,0.39,0.01,0.46398000000000006,0.003980000000000039,False,35.13513513513513,0.9009009009009009,False
2012,Cadence,CDNS,USA,country,False,eda_software,Smart automobile expansion,False,1.17,38.9,0.45,0.41,0.01,0.45513,0.005129999999999968,False,35.04273504273504,0.8547008547008548,False
2013,Cadence,CDNS,USA,country,False,eda_software,Smart automobile expansion,False,1.31,40.1,0.52,0.46,0.01,0.52531,0.005310000000000037,False,35.11450381679389,0.7633587786259541,False
2014,Cadence,CDNS,USA,country,False,eda_software,Smart automobile expansion,False,1.55,43.1,0.67,0.54,0.02,0.66805,0.0019500000000000073,False,34.83870967741935,1.2903225806451613,False
2015,Cadence,CDNS,USA,country,False,eda_software,Smart automobile expansion,False,1.76,40.6,0.72,0.62,0.02,0.7145600000000001,0.005439999999999889,False,35.22727272727273,1.1363636363636365,False
2016,Cadence,CDNS,USA,country,False,eda_software,Smart automobile expansion,False,1.81,41.5,0.75,0.63,0.02,0.7511500000000001,0.0011500000000000954,False,34.806629834254146,1.1049723756906076,False
2017,Cadence,CDNS,USA,country,False,eda_software,Smart automobile expansion,False,1.94,40.0,0.77,0.68,0.02,0.7759999999999999,0.005999999999999894,False,35.05154639175258,1.0309278350515463,False
2018,Cadence,CDNS,USA,country,False,eda_software,Smart automobile expansion,False,2.16,38.3,0.83,0.76,0.02,0.8272799999999999,0.0027200000000000557,False,35.18518518518518,0.9259259259259258,False
2019,Cadence,CDNS,USA,country,False,eda_software,Smart automobile expansion,False,2.46,42.0,1.03,0.86,0.02,1.0332,0.0031999999999998696,False,34.959349593495936,0.8130081300813009,False
2020,Cadence,CDNS,USA,country,False,eda_software,Smart automobile expansion,False,2.62,42.9,1.13,0.92,0.03,1.12398,0.006019999999999914,False,35.11450381679389,1.1450381679389312,False
2021,Cadence,CDNS,USA,country,False,eda_software,Smart automobile expansion,False,3.22,40.3,1.3,1.13,0.03,1.2976599999999998,0.002340000000000231,False,35.09316770186335,0.9316770186335402,False
2022,Cadence,CDNS,USA,country,False,eda_software,Transition Year,False,3.52,37.4,1.32,1.23,0.04,1.3164799999999999,0.0035200000000001896,False,34.94318181818182,1.1363636363636365,False
2023,Cadence,CDNS,USA,country,False,eda_software,AI expansion,False,4.03,41.6,1.68,1.41,0.04,1.6764800000000002,0.0035199999999997456,False,34.987593052109176,0.9925558312655087,False
2024,Cadence,CDNS,USA,country,False,eda_software,AI expansion,False,4.47,41.3,1.85,1.56,0.04,1.84611,0.003890000000000171,False,34.89932885906041,0.8948545861297541,False
2025,Cadence,CDNS,USA,country,False,eda_software,AI expansion,True,4.96,39.4,1.95,1.74,0.05,1.9542399999999998,0.0042399999999997995,False,35.08064516129033,1.0080645161290325,False
2026,Cadence,CDNS,USA,country,False,eda_software,AI expansion,True,5.72,47.3,2.71,2.0,0.06,2.7055599999999997,0.0044400000000002215,False,34.96503496503497,1.048951048951049,False
2010,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Smart automobile expansion,False,0.96,34.4,0.33,0.12,0.1,0.33024000000000003,0.00024000000000001798,False,12.5,10.416666666666668,False
2011,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Smart automobile expansion,False,1.61,31.2,0.5,0.19,0.16,0.50232,0.0023199999999999887,False,11.801242236024844,9.937888198757763,False
2012,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Smart automobile expansion,False,2.21,31.3,0.69,0.26,0.22,0.6917300000000001,0.0017300000000001203,False,11.764705882352942,9.95475113122172,False
2013,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Smart automobile expansion,False,2.79,34.4,0.96,0.33,0.28,0.95976,0.00024000000000001798,False,11.827956989247312,10.03584229390681,False
2014,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Smart automobile expansion,False,3.35,33.4,1.12,0.4,0.34,1.1189,0.001100000000000101,False,11.940298507462686,10.149253731343284,False
2015,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Smart automobile expansion,False,3.92,29.8,1.17,0.47,0.39,1.16816,0.0018399999999998418,False,11.989795918367346,9.948979591836734,False
2016,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Smart automobile expansion,False,5.0,31.4,1.57,0.6,0.5,1.57,0.0,False,12.0,10.0,False
2017,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Smart automobile expansion,False,6.61,29.8,1.97,0.79,0.66,1.96978,0.00021999999999988695,False,11.951588502269288,9.984871406959153,False
2018,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Smart automobile expansion,False,7.46,26.7,1.99,0.89,0.75,1.99182,0.0018199999999999328,False,11.93029490616622,10.05361930294906,False
2019,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Smart automobile expansion,False,9.19,25.2,2.32,1.1,0.92,2.31588,0.0041199999999999015,False,11.969532100108815,10.01088139281828,False
2020,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Smart automobile expansion,False,10.7,30.7,3.28,1.28,1.07,3.2848999999999995,0.004899999999999682,False,11.962616822429908,10.0,False
2021,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Smart automobile expansion,False,6.76,38.4,2.6,0.81,0.68,2.59584,0.004160000000000164,False,11.98224852071006,10.059171597633137,False
2022,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Transition Year,False,1.97,34.3,0.67,0.24,0.2,0.67571,0.005709999999999993,False,12.182741116751268,10.152284263959393,False
2023,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,AI expansion,False,4.03,29.5,1.19,0.48,0.4,1.18885,0.0011499999999999844,False,11.910669975186103,9.925558312655086,False
2024,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,AI expansion,False,9.12,30.2,2.75,1.09,0.91,2.75424,0.0042399999999997995,False,11.951754385964914,9.978070175438598,False
2025,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,AI expansion,True,10.53,28.8,3.03,1.26,1.05,3.0326400000000002,0.00264000000000042,False,11.965811965811966,9.971509971509974,False
2026,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,AI expansion,True,11.51,25.4,2.92,1.38,1.15,2.92354,0.0035400000000000986,False,11.98957428323197,9.991311902693308,False
2017,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,Smart automobile expansion,False,0.1,24.2,0.02,0.01,0.04,0.0242,0.004199999999999999,False,10.0,40.0,False
2018,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,Smart automobile expansion,False,0.29,30.9,0.09,0.03,0.1,0.08960999999999998,0.00039000000000001533,False,10.344827586206897,34.48275862068966,False
2019,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,Smart automobile expansion,False,0.51,36.3,0.19,0.05,0.18,0.18513,0.004870000000000013,False,9.803921568627452,35.29411764705882,False
2020,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,Smart automobile expansion,False,1.23,42.7,0.52,0.12,0.43,0.52521,0.005209999999999937,False,9.75609756097561,34.959349593495936,False
2021,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,Smart automobile expansion,False,2.1,41.5,0.87,0.21,0.73,0.8715,0.0015000000000000568,False,10.0,34.76190476190476,False
2022,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,Transition Year,False,4.12,42.4,1.74,0.41,1.44,1.74688,0.006879999999999997,False,9.951456310679612,34.95145631067961,False
2023,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,AI expansion,False,5.17,27.0,1.4,0.52,1.81,1.3959000000000001,0.0040999999999997705,False,10.058027079303676,35.00967117988395,False
2024,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,AI expansion,False,6.62,31.6,2.09,0.66,2.32,2.09192,0.0019200000000001438,False,9.969788519637463,35.0453172205438,False
2025,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,AI expansion,True,7.5,26.2,1.97,0.75,2.62,1.965,0.004999999999999893,False,10.0,34.93333333333333,False
2026,Yangtze Memory (YMTC),YMTC,CHN,country,False,idm_memory,AI expansion,True,8.64,16.0,1.38,0.86,3.02,1.3824,0.0024000000000001798,False,9.953703703703704,34.9537037037037,False
2018,ChangXin Memory (CXMT),CXMT,CHN,country,False,idm_memory,Smart automobile expansion,False,0.31,33.4,0.1,0.03,0.11,0.10354,0.0035399999999999876,False,9.67741935483871,35.483870967741936,False
2019,ChangXin Memory (CXMT),CXMT,CHN,country,False,idm_memory,Smart automobile expansion,False,0.94,34.9,0.33,0.09,0.33,0.32805999999999996,0.0019400000000000528,False,9.574468085106384,35.10638297872341,False
2020,ChangXin Memory (CXMT),CXMT,CHN,country,False,idm_memory,Smart automobile expansion,False,1.45,38.3,0.55,0.14,0.51,0.55535,0.005349999999999966,False,9.655172413793105,35.17241379310345,False
2021,ChangXin Memory (CXMT),CXMT,CHN,country,False,idm_memory,Smart automobile expansion,False,2.26,40.2,0.91,0.23,0.79,0.90852,0.0014800000000000368,False,10.176991150442479,34.955752212389385,False
2022,ChangXin Memory (CXMT),CXMT,CHN,country,False,idm_memory,Transition Year,False,3.1,37.6,1.17,0.31,1.09,1.1656,0.0043999999999999595,False,10.0,35.16129032258065,False
2023,ChangXin Memory (CXMT),CXMT,CHN,country,False,idm_memory,AI expansion,False,4.04,22.2,0.9,0.4,1.41,0.89688,0.0031200000000000117,False,9.900990099009901,34.900990099009896,False
2024,ChangXin Memory (CXMT),CXMT,CHN,country,False,idm_memory,AI expansion,False,5.07,30.0,1.52,0.51,1.77,1.5210000000000001,0.001000000000000112,False,10.059171597633137,34.9112426035503,False
2025,ChangXin Memory (CXMT),CXMT,CHN,country,False,idm_memory,AI expansion,True,5.87,23.4,1.37,0.59,2.05,1.37358,0.0035799999999999166,False,10.051107325383304,34.92333901192504,False
2026,ChangXin Memory (CXMT),CXMT,CHN,country,False,idm_memory,AI expansion,True,6.96,17.6,1.22,0.7,2.44,1.22496,0.0049600000000000755,False,10.057471264367814,35.05747126436782,False
2010,Hua Hong,1347,CHN,country,False,foundry,Smart automobile expansion,False,0.63,39.7,0.25,0.05,0.28,0.25011000000000005,0.0001100000000000545,False,7.936507936507938,44.44444444444445,False
2011,Hua Hong,1347,CHN,country,False,foundry,Smart automobile expansion,False,0.62,33.7,0.21,0.05,0.28,0.20894000000000001,0.0010599999999999776,False,8.06451612903226,45.16129032258065,False
2012,Hua Hong,1347,CHN,country,False,foundry,Smart automobile expansion,False,0.62,39.2,0.24,0.05,0.28,0.24304000000000003,0.0030400000000000427,False,8.06451612903226,45.16129032258065,False
2013,Hua Hong,1347,CHN,country,False,foundry,Smart automobile expansion,False,0.65,44.1,0.29,0.05,0.29,0.28665,0.003349999999999964,False,7.6923076923076925,44.61538461538461,False
2014,Hua Hong,1347,CHN,country,False,foundry,Smart automobile expansion,False,0.68,43.9,0.3,0.05,0.3,0.29852,0.0014799999999999813,False,7.352941176470589,44.11764705882352,False
2015,Hua Hong,1347,CHN,country,False,foundry,Smart automobile expansion,False,0.7,40.1,0.28,0.06,0.32,0.2807,0.0006999999999999784,False,8.571428571428571,45.714285714285715,False
2016,Hua Hong,1347,CHN,country,False,foundry,Smart automobile expansion,False,0.76,40.0,0.31,0.06,0.34,0.304,0.006000000000000005,False,7.894736842105263,44.73684210526316,False
2017,Hua Hong,1347,CHN,country,False,foundry,Smart automobile expansion,False,0.88,33.0,0.29,0.07,0.39,0.2904,0.00040000000000001146,False,7.954545454545456,44.31818181818182,False
2018,Hua Hong,1347,CHN,country,False,foundry,Smart automobile expansion,False,0.85,38.4,0.33,0.07,0.38,0.3264,0.003599999999999992,False,8.23529411764706,44.70588235294118,False
2019,Hua Hong,1347,CHN,country,False,foundry,Smart automobile expansion,False,0.93,42.1,0.39,0.07,0.42,0.39153000000000004,0.0015300000000000313,False,7.526881720430108,45.16129032258064,False
2020,Hua Hong,1347,CHN,country,False,foundry,Smart automobile expansion,False,0.97,38.8,0.38,0.08,0.44,0.37636,0.003640000000000032,False,8.24742268041237,45.36082474226804,False
2021,Hua Hong,1347,CHN,country,False,foundry,Smart automobile expansion,False,1.78,43.1,0.77,0.14,0.8,0.7671800000000001,0.0028199999999999337,False,7.865168539325844,44.943820224719104,False
2022,Hua Hong,1347,CHN,country,False,foundry,Transition Year,False,2.51,42.9,1.08,0.2,1.13,1.07679,0.003210000000000157,False,7.9681274900398416,45.0199203187251,False
2023,Hua Hong,1347,CHN,country,False,foundry,AI expansion,False,2.32,38.3,0.89,0.19,1.04,0.8885599999999998,0.0014400000000002189,False,8.189655172413794,44.827586206896555,False
2024,Hua Hong,1347,CHN,country,False,foundry,AI expansion,False,1.94,40.3,0.78,0.16,0.87,0.7818199999999998,0.0018199999999998218,False,8.24742268041237,44.84536082474227,False
2025,Hua Hong,1347,CHN,country,False,foundry,AI expansion,True,2.2,44.4,0.98,0.18,0.99,0.9768000000000001,0.0031999999999998696,False,8.18181818181818,44.99999999999999,False
2026,Hua Hong,1347,CHN,country,False,foundry,AI expansion,True,2.32,35.7,0.83,0.19,1.05,0.82824,0.0017599999999999838,False,8.189655172413794,45.258620689655174,False
2019,Cerebras Systems,CRBR,USA,country,False,fabless_ai,Smart automobile expansion,False,0.0,8.9,0.0,0.0,0.0,0.0,0.0,False,,,True
2020,Cerebras Systems,CRBR,USA,country,False,fabless_ai,Smart automobile expansion,False,0.0,5.5,0.0,0.0,0.0,0.0,0.0,False,,,True
2021,Cerebras Systems,CRBR,USA,country,False,fabless_ai,Smart automobile expansion,False,0.1,7.4,0.01,0.05,0.0,0.007400000000000001,0.002599999999999999,False,50.0,0.0,False
2022,Cerebras Systems,CRBR,USA,country,False,fabless_ai,Transition Year,False,0.22,15.4,0.03,0.11,0.0,0.03388,0.0038800000000000015,False,50.0,0.0,False
