year,company_name,ticker,country_iso3,geo_code_type,country_code_review_flag,segment,value_chain_group,analysis_period,source_validation_caution,first_observed_year,years_since_first_observation,revenue_usd_bn,operating_margin_pct,operating_income_usd_bn,rd_spend_usd_bn,capex_usd_bn,calculated_operating_income_usd_bn,operating_income_abs_diff_usd_bn,operating_income_review_flag,rd_intensity_pct,capex_intensity_pct,zero_revenue_flag,previous_year,previous_revenue_usd_bn,previous_operating_income_usd_bn,consecutive_year_flag,revenue_growth_pct,absolute_revenue_change_usd_bn,operating_income_growth_pct,rd_to_operating_income_pct,capex_to_operating_income_pct,revenue_share_within_dataset_pct,revenue_rank_within_year,value_chain_revenue_usd_bn,value_chain_revenue_share_pct,growth_calculation_available,investment_ratio_available,recomputed_margin_pct,margin_difference_pp,extreme_flag
2022,Qualcomm,QCOM,USA,country,False,fabless_mobile,Fabless,Transition Year,False,2010,12,44.51,28.3,12.61,5.34,4.45,12.59633,0.01367,False,11.99730398,9.997753314,False,2021.0,33.61,9.81,True,32.43082416,10.9,28.54230377,42.34734338,35.28945282,6.381727984,4,154.83,22.19912253,True,True,28.33071219950573,-0.030712199505728677,False
2023,Qualcomm,QCOM,USA,country,False,fabless_mobile,Fabless,AI expansion,False,2010,13,36.31,23.0,8.37,4.36,3.63,8.3513,0.0187,False,12.00771137,9.997245938,False,2022.0,44.51,12.61,True,-18.42282633,-8.2,-33.62410785,52.09080048,43.36917563,5.54901811,5,177.4,27.11087339,True,True,23.051500963921782,-0.05150096392178227,False
2024,Qualcomm,QCOM,USA,country,False,fabless_mobile,Fabless,AI expansion,False,2010,14,39.18,31.1,12.17,4.7,3.92,12.18498,0.01498,False,11.99591628,10.00510465,False,2023.0,36.31,8.37,True,7.904158634,2.87,45.40023895,38.61955629,32.21035333,4.728971286,7,284.01,34.27961038,True,True,31.0617662072486,0.03823379275140226,False
2015,Renesas,6723,JPN,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,5,7.07,19.3,1.36,0.85,1.06,1.36451,0.00451,False,12.02263083,14.99292786,False,2014.0,7.89,1.48,True,-10.39290241,-0.82,-8.108108108,62.5,77.94117647,2.269517206,10,172.79,55.46674371,True,True,19.236209335219236,0.06379066478076467,False
2016,Renesas,6723,JPN,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,6,7.2,13.2,0.95,0.86,1.08,0.9504,0.0004,False,11.94444444,15.0,False,2015.0,7.07,1.36,True,1.838755304,0.13,-30.14705882,90.52631579,113.6842105,1.949792835,16,211.93,57.39161047,True,True,13.194444444444445,0.005555555555554648,False
2017,Renesas,6723,JPN,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,7,6.83,17.7,1.21,0.82,1.02,1.20891,0.00109,False,12.00585652,14.9341142,False,2016.0,7.2,0.95,True,-5.138888889,-0.37,27.36842105,67.76859504,84.29752066,1.587080283,19,247.23,57.44858836,True,True,17.71595900439239,-0.015959004392389176,False
2018,Renesas,6723,JPN,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,8,6.53,17.1,1.12,0.78,0.98,1.11663,0.00337,False,11.94486983,15.00765697,False,2017.0,6.83,1.21,True,-4.39238653,-0.3,-7.438016529,69.64285714,87.5,1.371272575,20,274.37,57.61654767,True,True,17.151607963246555,-0.05160796324655337,False
2019,Renesas,6723,JPN,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,9,6.62,19.4,1.28,0.79,0.99,1.28428,0.00428,False,11.93353474,14.95468278,False,2018.0,6.53,1.12,True,1.378254211,0.09,14.28571429,61.71875,77.34375,1.337238663,21,273.07,55.16008484,True,True,19.335347432024168,0.06465256797583052,False
2020,Renesas,6723,JPN,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,10,6.82,19.3,1.31,0.82,1.02,1.31626,0.00626,False,12.02346041,14.95601173,False,2019.0,6.62,1.28,True,3.021148036,0.2,2.34375,62.59541985,77.86259542,1.354007425,20,258.64,51.34904405,True,True,19.208211143695014,0.09178885630498712,False
2021,Renesas,6723,JPN,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,11,8.53,19.8,1.69,1.02,1.28,1.68894,0.00106,False,11.95779601,15.00586166,False,2020.0,6.82,1.31,True,25.07331378,1.71,29.00763359,60.35502959,75.73964497,1.414523324,21,285.1,47.2779132,True,True,19.812426729191092,-0.012426729191091113,False
2022,Renesas,6723,JPN,country,False,idm_automotive,IDM,Transition Year,False,2010,12,11.35,17.1,1.94,1.36,1.7,1.94085,0.00085,False,11.98237885,14.97797357,False,2021.0,8.53,1.69,True,33.05978898,2.82,14.79289941,70.10309278,87.62886598,1.627333467,21,317.07,45.46067158,True,True,17.09251101321586,0.0074889867841427815,False
2023,Renesas,6723,JPN,country,False,idm_automotive,IDM,AI expansion,False,2010,13,10.31,11.7,1.2,1.24,1.55,1.20627,0.00627,False,12.0271581,15.03394762,False,2022.0,11.35,1.94,True,-9.162995595,-1.04,-38.1443299,103.3333333,129.1666667,1.575609383,21,256.74,39.23588294,True,True,11.639185257032008,0.06081474296799172,False
2024,Renesas,6723,JPN,country,False,idm_automotive,IDM,AI expansion,False,2010,14,9.34,21.9,2.05,1.12,1.4,2.04546,0.00454,False,11.99143469,14.98929336,False,2023.0,10.31,1.2,True,-9.408341416,-0.97,70.83333333,54.63414634,68.29268293,1.127324957,22,301.22,36.35683335,True,True,21.948608137044967,-0.04860813704496891,False
2015,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Equipment,Smart automobile expansion,False,2010,5,2.23,19.7,0.44,0.27,0.22,0.43931,0.00069,False,12.10762332,9.865470852,False,2014.0,2.31,0.47,True,-3.463203463,-0.08,-6.382978723,61.36363636,50.0,0.71584489,29,31.93,10.24974319,True,True,19.730941704035875,-0.03094170403587526,False
2016,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Equipment,Smart automobile expansion,False,2010,6,2.5,15.9,0.4,0.3,0.25,0.3975,0.0025,False,12.0,10.0,False,2015.0,2.23,0.44,True,12.10762332,0.27,-9.090909091,75.0,62.5,0.677011401,31,40.64,11.00549733,True,True,16.0,-0.09999999999999964,False
2017,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Equipment,Smart automobile expansion,False,2010,7,2.68,17.8,0.48,0.32,0.27,0.47704,0.00296,False,11.94029851,10.07462687,False,2016.0,2.5,0.4,True,7.2,0.18,20.0,66.66666667,56.25,0.622748925,30,50.03,11.62542117,True,True,17.91044776119403,-0.11044776119402755,False
2018,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Equipment,Smart automobile expansion,False,2010,8,2.98,20.1,0.6,0.36,0.3,0.59898,0.00102,False,12.08053691,10.06711409,False,2017.0,2.68,0.48,True,11.19402985,0.3,25.0,60.0,50.0,0.625787484,29,57.62,12.099958,True,True,20.13422818791946,-0.03422818791946014,False
2019,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Equipment,Smart automobile expansion,False,2010,9,2.78,19.7,0.55,0.33,0.28,0.54766,0.00234,False,11.8705036,10.07194245,False,2018.0,2.98,0.6,True,-6.711409396,-0.2,-8.333333333,60.0,50.90909091,0.561559438,30,59.07,11.93212807,True,True,19.784172661870507,-0.08417266187050743,False
2020,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Equipment,Smart automobile expansion,False,2010,10,2.72,21.9,0.59,0.33,0.27,0.59568,0.00568,False,12.13235294,9.926470588,False,2019.0,2.78,0.55,True,-2.158273381,-0.06,7.272727273,55.93220339,45.76271186,0.540014692,30,63.11,12.52953205,True,True,21.691176470588232,0.20882352941176663,False
2021,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Equipment,Smart automobile expansion,False,2010,11,3.2,16.9,0.54,0.38,0.32,0.5408,0.0008,False,11.875,10.0,False,2020.0,2.72,0.59,True,17.64705882,0.48,-8.474576271,70.37037037,59.25925926,0.530653533,32,81.85,13.5731224,True,True,16.875,0.02499999999999858,False
2022,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Equipment,Transition Year,False,2010,12,4.03,18.8,0.76,0.48,0.4,0.75764,0.00236,False,11.91066998,9.925558313,False,2021.0,3.2,0.54,True,25.9375,0.83,40.74074074,63.15789474,52.63157895,0.577810914,30,97.26,13.94488573,True,True,18.858560794044664,-0.058560794044662856,False
2023,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Equipment,AI expansion,False,2010,13,4.22,21.3,0.9,0.51,0.42,0.89886,0.00114,False,12.08530806,9.952606635,False,2022.0,4.03,0.76,True,4.714640199,0.19,18.42105263,56.66666667,46.66666667,0.644914801,31,104.75,16.00825246,True,True,21.32701421800948,-0.027014218009480118,False
2024,SCREEN Holdings,7735,JPN,country,False,equipment_cleaning,Equipment,AI expansion,False,2010,14,4.26,15.4,0.66,0.51,0.43,0.65604,0.00396,False,11.97183099,10.09389671,False,2023.0,4.22,0.9,True,0.947867299,0.04,-26.66666667,77.27272727,65.15151515,0.514176051,34,101.83,12.2907388,True,True,15.492957746478876,-0.09295774647887534,False
2015,SK Hynix,660,KOR,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,5,17.49,20.5,3.58,1.75,6.12,3.58545,0.00545,False,10.00571755,34.99142367,False,2014.0,15.24,1.84,True,14.76377953,2.25,94.56521739,48.88268156,170.9497207,5.61440678,5,172.79,55.46674371,True,True,20.468839336763867,0.031160663236132535,False
2016,SK Hynix,660,KOR,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,6,22.88,19.6,4.49,2.29,8.01,4.48448,0.00552,False,10.00874126,35.00874126,False,2015.0,17.49,3.58,True,30.81761006,5.39,25.41899441,51.00222717,178.3964365,6.196008341,5,211.93,57.39161047,True,True,19.624125874125873,-0.02412587412587186,False
2017,SK Hynix,660,KOR,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,7,30.12,22.5,6.77,3.01,10.54,6.777,0.007,False,9.993359894,34.99335989,False,2016.0,22.88,4.49,True,31.64335664,7.24,50.77951002,44.46085672,155.6868538,6.998954339,4,247.23,57.44858836,True,True,22.476759628154046,0.0232403718459544,False
2018,SK Hynix,660,KOR,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,8,35.86,30.8,11.03,3.59,12.55,11.04488,0.01488,False,10.01115449,34.99721138,False,2017.0,30.12,6.77,True,19.05710491,5.74,62.92466765,32.54759746,113.7805984,7.530449391,3,274.37,57.61654767,True,True,30.758505298382598,0.04149470161740254,False
2019,SK Hynix,660,KOR,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,9,32.3,33.3,10.74,3.23,11.31,10.7559,0.0159,False,10.0,35.01547988,False,2018.0,35.86,11.03,True,-9.927495817,-3.56,-2.62919311,30.0744879,105.3072626,6.524593475,4,273.07,55.16008484,True,True,33.25077399380805,0.04922600619194384,False
2020,SK Hynix,660,KOR,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,10,27.17,32.8,8.9,2.72,9.51,8.91176,0.01176,False,10.01104159,35.00184026,False,2019.0,32.3,10.74,True,-15.88235294,-5.13,-17.13221601,30.56179775,106.8539326,5.394190871,4,258.64,51.34904405,True,True,32.756716967243285,0.04328303275671175,False
2021,SK Hynix,660,KOR,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,11,30.7,38.6,11.86,3.07,10.75,11.8502,0.0098,False,10.0,35.01628664,False,2020.0,27.17,8.9,True,12.99227089,3.53,33.25842697,25.88532884,90.64080944,5.090957332,5,285.1,47.2779132,True,True,38.63192182410423,-0.03192182410423072,False
2022,SK Hynix,660,KOR,country,False,idm_memory,IDM,Transition Year,False,2010,12,34.69,44.5,15.42,3.47,12.14,15.43705,0.01705,False,10.00288268,34.99567599,False,2021.0,30.7,11.86,True,12.99674267,3.99,30.01686341,22.50324254,78.72892348,4.973761936,5,317.07,45.46067158,True,True,44.45085038916115,0.049149610838853164,False
2023,SK Hynix,660,KOR,country,False,idm_memory,IDM,AI expansion,False,2010,13,25.33,22.2,5.63,2.53,8.86,5.62326,0.00674,False,9.988156336,34.97828662,False,2022.0,34.69,15.42,True,-26.98183915,-9.36,-63.48897536,44.93783304,157.3712256,3.87101704,9,256.74,39.23588294,True,True,22.226608764311095,-0.02660876431109571,False
2024,SK Hynix,660,KOR,country,False,idm_memory,IDM,AI expansion,False,2010,14,51.53,28.8,14.84,5.15,18.04,14.84064,0.00064,False,9.994178149,35.00873278,False,2023.0,25.33,5.63,True,103.4346625,26.2,163.5879218,34.70350404,121.5633423,6.219599039,6,301.22,36.35683335,True,True,28.798758005045606,0.0012419949543946984,False
2015,SMIC,981,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,5,2.16,39.6,0.85,0.17,0.97,0.85536,0.00536,False,7.87037037,44.90740741,False,2014.0,2.03,0.79,True,6.403940887,0.13,7.594936709,20.0,114.1176471,0.693374422,30,46.3,14.86260914,True,True,39.35185185185185,0.24814814814815378,False
2016,SMIC,981,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,6,2.68,40.5,1.09,0.21,1.21,1.0854,0.0046,False,7.835820896,45.14925373,False,2015.0,2.16,0.85,True,24.07407407,0.52,28.23529412,19.26605505,111.0091743,0.725756222,28,51.36,13.90852222,True,True,40.67164179104478,-0.1716417910447774,False
2017,SMIC,981,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,7,2.99,36.9,1.1,0.24,1.34,1.10331,0.00331,False,8.026755853,44.81605351,False,2016.0,2.68,1.09,True,11.56716418,0.31,0.917431193,21.81818182,121.8181818,0.694783316,28,56.93,13.22876728,True,True,36.78929765886287,0.11070234113712729,False
2018,SMIC,981,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,8,3.23,38.5,1.25,0.26,1.46,1.24355,0.00645,False,8.049535604,45.20123839,False,2017.0,2.99,1.1,True,8.026755853,0.24,13.63636364,20.8,116.8,0.678286434,27,61.88,12.99454011,True,True,38.69969040247678,-0.19969040247678294,False
2019,SMIC,981,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,9,3.64,45.3,1.65,0.29,1.64,1.64892,0.00108,False,7.967032967,45.05494505,False,2018.0,3.23,1.25,True,12.69349845,0.41,32.0,17.57575758,99.39393939,0.735279265,28,69.02,13.94202606,True,True,45.32967032967032,-0.029670329670324236,False
2020,SMIC,981,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,10,3.92,42.9,1.68,0.31,1.76,1.68168,0.00168,False,7.908163265,44.89795918,False,2019.0,3.64,1.65,True,7.692307692,0.28,1.818181818,18.45238095,104.7619048,0.778256467,27,75.64,15.01717326,True,True,42.857142857142854,0.04285714285714448,False
2021,SMIC,981,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,11,5.52,36.4,2.01,0.44,2.48,2.00928,0.00072,False,7.971014493,44.92753623,False,2020.0,3.92,1.68,True,40.81632653,1.6,19.64285714,21.89054726,123.3830846,0.915377344,28,101.05,16.7570436,True,True,36.41304347826087,-0.013043478260868824,False
2022,SMIC,981,CHN,country,False,foundry,Foundry,Transition Year,False,2010,12,7.09,37.8,2.68,0.57,3.19,2.68002,2e-05,False,8.039492243,44.99294781,False,2021.0,5.52,2.01,True,28.44202899,1.57,33.33333333,21.26865672,119.0298507,1.016545752,26,119.96,17.19955266,True,True,37.79971791255289,0.00028208744710411793,False
2023,SMIC,981,CHN,country,False,foundry,Foundry,AI expansion,False,2010,13,6.72,37.5,2.52,0.54,3.02,2.52,0.0,False,8.035714286,44.94047619,False,2022.0,7.09,2.68,True,-5.218617772,-0.37,-5.970149254,21.42857143,119.8412698,1.026973332,27,105.72,16.15649117,True,True,37.5,0.0,False
2024,SMIC,981,CHN,country,False,foundry,Foundry,AI expansion,False,2010,14,8.2,37.3,3.06,0.66,3.69,3.0586,0.0014,False,8.048780488,45.0,False,2023.0,6.72,2.52,True,22.02380952,1.48,21.42857143,21.56862745,120.5882353,0.989728549,24,131.07,15.81996596,True,True,37.31707317073171,-0.017073170731713105,False
2015,STMicroelectronics,STM,EUR,region,True,idm_diversified,IDM,Smart automobile expansion,False,2010,5,7.06,18.1,1.28,0.85,0.71,1.27786,0.00214,False,12.03966006,10.05665722,False,2014.0,7.56,1.52,True,-6.613756614,-0.5,-15.78947368,66.40625,55.46875,2.266307139,11,172.79,55.46674371,True,True,18.13031161473088,-0.030311614730877068,False
2016,STMicroelectronics,STM,EUR,region,True,idm_diversified,IDM,Smart automobile expansion,False,2010,6,7.98,18.4,1.47,0.96,0.8,1.46832,0.00168,False,12.03007519,10.02506266,False,2015.0,7.06,1.28,True,13.03116147,0.92,14.84375,65.30612245,54.42176871,2.161020392,12,211.93,57.39161047,True,True,18.421052631578945,-0.021052631578946546,False
2017,STMicroelectronics,STM,EUR,region,True,idm_diversified,IDM,Smart automobile expansion,False,2010,7,8.63,24.1,2.08,1.04,0.86,2.07983,0.00017,False,12.05098494,9.965237543,False,2016.0,7.98,1.47,True,8.145363409,0.65,41.49659864,50.0,41.34615385,2.005344487,14,247.23,57.44858836,True,True,24.10196987253766,-0.0019698725376571247,False
2018,STMicroelectronics,STM,EUR,region,True,idm_diversified,IDM,Smart automobile expansion,False,2010,8,9.3,12.8,1.19,1.12,0.93,1.1904,0.0004,False,12.04301075,10.0,False,2017.0,8.63,2.08,True,7.763615295,0.67,-42.78846154,94.11764706,78.1512605,1.952960941,15,274.37,57.61654767,True,True,12.79569892473118,0.004301075268820398,False
2019,STMicroelectronics,STM,EUR,region,True,idm_diversified,IDM,Smart automobile expansion,False,2010,9,10.39,27.6,2.87,1.25,1.04,2.86764,0.00236,False,12.03079885,10.00962464,False,2018.0,9.3,1.19,True,11.72043011,1.09,141.1764706,43.55400697,36.2369338,2.098777901,14,273.07,55.16008484,True,True,27.62271414821944,-0.022714148219439068,False
2020,STMicroelectronics,STM,EUR,region,True,idm_diversified,IDM,Smart automobile expansion,False,2010,10,10.08,14.2,1.43,1.21,1.01,1.43136,0.00136,False,12.00396825,10.01984127,False,2019.0,10.39,2.87,True,-2.983638114,-0.31,-50.17421603,84.61538462,70.62937063,2.001230916,16,258.64,51.34904405,True,True,14.186507936507937,0.013492063492062556,False
2021,STMicroelectronics,STM,EUR,region,True,idm_diversified,IDM,Smart automobile expansion,False,2010,11,13.03,19.1,2.49,1.56,1.3,2.48873,0.00127,False,11.97237145,9.976976209,False,2020.0,10.08,1.43,True,29.26587302,2.95,74.12587413,62.65060241,52.20883534,2.160754855,17,285.1,47.2779132,True,True,19.109746738296245,-0.009746738296243507,False
2022,STMicroelectronics,STM,EUR,region,True,idm_diversified,IDM,Transition Year,False,2010,12,16.01,16.7,2.67,1.92,1.6,2.67367,0.00367,False,11.99250468,9.993753904,False,2021.0,13.03,2.49,True,22.87029931,2.98,7.228915663,71.91011236,59.92509363,2.295472142,17,317.07,45.46067158,True,True,16.677076826983132,0.022923173016867082,False
2023,STMicroelectronics,STM,EUR,region,True,idm_diversified,IDM,AI expansion,False,2010,13,17.6,21.6,3.8,2.11,1.76,3.8016,0.0016,False,11.98863636,10.0,False,2022.0,16.01,2.67,True,9.931292942,1.59,42.32209738,55.52631579,46.31578947,2.689692061,11,256.74,39.23588294,True,True,21.59090909090909,0.009090909090911481,False
2024,STMicroelectronics,STM,EUR,region,True,idm_diversified,IDM,AI expansion,False,2010,14,12.72,22.1,2.81,1.53,1.27,2.81112,0.00112,False,12.02830189,9.98427673,False,2023.0,17.6,3.8,True,-27.72727273,-4.88,-26.05263158,54.44839858,45.19572954,1.535286237,19,301.22,36.35683335,True,True,22.09119496855346,0.008805031446541989,False
2021,SambaNova,SN,USA,country,False,fabless_ai,Fabless,Smart automobile expansion,False,2020,1,0.02,10.9,0.0,0.01,0.0,0.00218,0.00218,False,50.0,0.0,False,2020.0,0.0,0.0,True,,0.02,,,,0.003316585,38,127.36,21.12001061,False,False,0.0,10.9,False
2022,SambaNova,SN,USA,country,False,fabless_ai,Fabless,Transition Year,False,2020,2,0.05,8.5,0.0,0.03,0.0,0.00425,0.00425,False,60.0,0.0,False,2021.0,0.02,0.0,True,150.0,0.03,,,,0.00716887,36,154.83,22.19912253,True,False,0.0,8.5,False
2023,SambaNova,SN,USA,country,False,fabless_ai,Fabless,AI expansion,False,2020,3,0.1,7.9,0.01,0.05,0.0,0.0079,0.0021,False,50.0,0.0,False,2022.0,0.05,0.0,True,100.0,0.05,,500.0,0.0,0.015282341,36,177.4,27.11087339,True,True,10.0,-2.0999999999999996,False
2024,SambaNova,SN,USA,country,False,fabless_ai,Fabless,AI expansion,False,2020,4,0.37,5.9,0.02,0.18,0.0,0.02183,0.00183,False,48.64864865,0.0,False,2023.0,0.1,0.01,True,270.0,0.27,100.0,900.0,0.0,0.044658483,38,284.01,34.27961038,True,True,5.405405405405405,0.4945945945945951,False
2015,Samsung Foundry,5930,KOR,country,False,foundry,Foundry,Smart automobile expansion,False,2010,5,6.52,40.7,2.65,0.52,2.94,2.65364,0.00364,False,7.975460123,45.09202454,False,2014.0,5.69,2.31,True,14.58699473,0.83,14.71861472,19.62264151,110.9433962,2.092963534,13,46.3,14.86260914,True,True,40.64417177914111,0.05582822085889205,False
2016,Samsung Foundry,5930,KOR,country,False,foundry,Foundry,Smart automobile expansion,False,2010,6,8.55,40.7,3.48,0.68,3.85,3.47985,0.00015,False,7.953216374,45.02923977,False,2015.0,6.52,2.65,True,31.13496933,2.03,31.32075472,19.54022989,110.6321839,2.315378991,10,51.36,13.90852222,True,True,40.70175438596491,-0.0017543859649080673,False
2017,Samsung Foundry,5930,KOR,country,False,foundry,Foundry,Smart automobile expansion,False,2010,7,10.38,40.2,4.17,0.83,4.67,4.17276,0.00276,False,7.996146435,44.99036609,False,2016.0,8.55,3.48,True,21.40350877,1.83,19.82758621,19.90407674,111.9904077,2.411990241,11,56.93,13.22876728,True,True,40.17341040462427,0.026589595375732245,False
2018,Samsung Foundry,5930,KOR,country,False,foundry,Foundry,Smart automobile expansion,False,2010,8,12.1,41.9,5.07,0.97,5.45,5.0699,0.0001,False,8.016528926,45.04132231,False,2017.0,10.38,4.17,True,16.57032755,1.72,21.58273381,19.1321499,107.495069,2.540949181,11,61.88,12.99454011,True,True,41.900826446280995,-0.0008264462809961515,False
2019,Samsung Foundry,5930,KOR,country,False,foundry,Foundry,Smart automobile expansion,False,2010,9,12.78,39.0,4.99,1.02,5.75,4.9842,0.0058,False,7.981220657,44.99217527,False,2018.0,12.1,5.07,True,5.619834711,0.68,-1.57790927,20.44088176,115.2304609,2.581557418,11,69.02,13.94202606,True,True,39.045383411580595,-0.04538341158059467,False
2020,Samsung Foundry,5930,KOR,country,False,foundry,Foundry,Smart automobile expansion,False,2010,10,14.49,38.1,5.52,1.16,6.52,5.52069,0.00069,False,8.005521049,44.99654934,False,2019.0,12.78,4.99,True,13.38028169,1.71,10.62124248,21.01449275,118.115942,2.876769442,11,75.64,15.01717326,True,True,38.095238095238095,0.004761904761906521,False
2021,Samsung Foundry,5930,KOR,country,False,foundry,Foundry,Smart automobile expansion,False,2010,11,16.46,44.5,7.32,1.32,7.41,7.3247,0.0047,False,8.019441069,45.018226,False,2020.0,14.49,5.52,True,13.59558316,1.97,32.60869565,18.03278689,101.2295082,2.72954911,13,101.05,16.7570436,True,True,44.47144592952612,0.0285540704738807,False
2022,Samsung Foundry,5930,KOR,country,False,foundry,Foundry,Transition Year,False,2010,12,18.03,42.9,7.73,1.44,8.11,7.73487,0.00487,False,7.986688852,44.98058791,False,2021.0,16.46,7.32,True,9.538274605,1.57,5.601092896,18.62871928,104.915912,2.585094486,14,119.96,17.19955266,True,True,42.872989462007766,0.02701053799223274,False
2023,Samsung Foundry,5930,KOR,country,False,foundry,Foundry,AI expansion,False,2010,13,12.36,39.0,4.82,0.99,5.56,4.8204,0.0004,False,8.009708738,44.98381877,False,2022.0,18.03,7.73,True,-31.44758735,-5.67,-37.64553687,20.53941909,115.3526971,1.888897379,19,105.72,16.15649117,True,True,38.99676375404531,0.0032362459546888545,False
2024,Samsung Foundry,5930,KOR,country,False,foundry,Foundry,AI expansion,False,2010,14,18.09,41.8,7.55,1.45,8.14,7.56162,0.01162,False,8.015478165,44.99723604,False,2023.0,12.36,4.82,True,46.3592233,5.73,56.63900415,19.20529801,107.8145695,2.183437738,12,131.07,15.81996596,True,True,41.73576561636263,0.06423438363736977,False
2015,Samsung Memory,5930,KOR,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,5,38.92,18.3,7.12,3.89,13.62,7.12236,0.00236,False,9.994861254,34.99486125,False,2014.0,39.06,5.86,True,-0.358422939,-0.14,21.50170648,54.63483146,191.2921348,12.49357987,2,172.79,55.46674371,True,True,18.29393627954779,0.00606372045221093,False
2016,Samsung Memory,5930,KOR,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,6,52.14,16.6,8.68,5.21,18.25,8.65524,0.02476,True,9.992328347,35.00191791,False,2015.0,38.92,7.12,True,33.96711202,13.22,21.91011236,60.02304147,210.2534562,14.11974978,2,211.93,57.39161047,True,True,16.64748753356348,-0.0474875335634799,False
2017,Samsung Memory,5930,KOR,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,7,63.85,20.6,13.13,6.39,22.35,13.1531,0.0231,True,10.00783085,35.00391543,False,2016.0,52.14,8.68,True,22.45876486,11.71,51.26728111,48.66717441,170.2208682,14.83676078,2,247.23,57.44858836,True,True,20.563821456538765,0.0361785434612365,False
2018,Samsung Memory,5930,KOR,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,8,75.95,29.8,22.61,7.59,26.58,22.6331,0.0231,True,9.993416722,34.99670836,False,2017.0,63.85,13.13,True,18.95066562,12.1,72.20106626,33.56921716,117.5586024,15.94918102,1,274.37,57.61654767,True,True,29.76958525345622,0.03041474654378007,False
2019,Samsung Memory,5930,KOR,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,9,74.27,40.9,30.39,7.43,25.99,30.37643,0.01357,False,10.00403932,34.99394103,False,2018.0,75.95,22.61,True,-2.211981567,-1.68,34.4095533,24.44883185,85.52155314,15.002525,1,273.07,55.16008484,True,True,40.918271172748085,-0.01827117274808643,False
2020,Samsung Memory,5930,KOR,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,10,64.28,40.2,25.81,6.43,22.5,25.84056,0.03056,True,10.00311139,35.00311139,False,2019.0,74.27,30.39,True,-13.45092231,-9.99,-15.07074696,24.91282449,87.17551337,12.76181778,2,258.64,51.34904405,True,True,40.152457996266335,0.04754200373366757,False
2021,Samsung Memory,5930,KOR,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,11,69.3,41.4,28.7,6.93,24.26,28.6902,0.0098,False,10.0,35.00721501,False,2020.0,64.28,25.81,True,7.809583074,5.02,11.19721038,24.14634146,84.52961672,11.49196557,2,285.1,47.2779132,True,True,41.41414141414141,-0.014141414141413122,False
2022,Samsung Memory,5930,KOR,country,False,idm_memory,IDM,Transition Year,False,2010,12,75.7,33.1,25.09,7.57,26.5,25.0567,0.0333,True,10.0,35.00660502,False,2021.0,69.3,28.7,True,9.235209235,6.4,-12.57839721,30.17138302,105.6197688,10.85366903,1,317.07,45.46067158,True,True,33.14398943196829,-0.04398943196829208,False
2023,Samsung Memory,5930,KOR,country,False,idm_memory,IDM,AI expansion,False,2010,13,50.38,23.3,11.75,5.04,17.63,11.73854,0.01146,False,10.00396983,34.99404526,False,2022.0,75.7,25.09,True,-33.44782034,-25.32,-53.16859306,42.89361702,150.0425532,7.699243524,4,256.74,39.23588294,True,True,23.322747121873757,-0.02274712187375627,False
2024,Samsung Memory,5930,KOR,country,False,idm_memory,IDM,AI expansion,False,2010,14,74.79,26.8,20.06,7.48,26.18,20.04372,0.01628,False,10.00133708,35.00467977,False,2023.0,50.38,11.75,True,48.45176657,24.41,70.72340426,37.28813559,130.5084746,9.027048557,3,301.22,36.35683335,True,True,26.821767615991437,-0.021767615991436173,False
